elapsed_s,board_uptime_s,decoded_frames,reconnects,read_errors,control_errors,captured,processed,encoded,rss_mb,fd_count,capture_fps,process_fps,encode_fps,inference_dropped,video_dropped,driver_sequence_gaps,inference_health,recording_state
140.54699999999139,153.268129163,2783,0,0,0,3056,2201,3056,56.68359375,46,19.760794435352008,15.055843379315814,19.760794435352008,854,0,0,normal,completed
145.56299999999464,158.557584868,2881,0,0,0,3160,2276,3160,56.68359375,46,19.690169796275857,14.064406997339898,20.62779692943185,883,0,2,normal,completed
150.57800000000861,163.828857313,2982,0,0,0,3266,2350,3265,56.68359375,46,20.23545349275895,14.45389535197068,20.23545349275895,914,0,2,normal,completed
155.57800000000861,168.076653764,3082,0,0,0,3351,2411,3350,56.68359375,46,20.11485052834169,14.367750377386923,20.11485052834169,938,0,2,normal,completed
160.59399999998277,173.383713772,3182,0,0,0,3457,2487,3456,56.68359375,46,20.155126735441712,14.39651909674408,20.155126735441712,968,0,2,normal,completed
165.625,178.710215459,3283,0,0,0,3563,2563,3563,56.68359375,46,19.984589369247935,14.274706692319953,19.984589369247935,999,0,2,normal,completed
170.65599999998813,183.964295207,3383,0,0,0,3668,2637,3668,56.68359375,46,19.835122658646416,14.167944756176013,19.835122658646416,1030,0,2,normal,completed
175.67199999999139,188.209315364,3484,0,0,0,3753,2698,3753,56.68359375,46,19.66414087487907,14.045814910627907,19.66414087487907,1053,0,2,normal,completed
180.68799999999464,193.521885448,3584,0,0,0,3860,2782,3859,56.68359375,46,20.153863113211226,16.315032044028136,20.153863113211226,1076,0,2,normal,completed
185.70300000000861,198.752000457,3684,0,0,0,3964,2856,3964,56.68359375,46,20.17878067206011,14.413414765757222,20.17878067206011,1107,0,2,normal,completed
190.71899999998277,204.046096375,3785,0,0,0,4070,2931,4070,56.6875,46,19.50548820627313,13.93249157590938,20.43432097800042,1137,0,2,normal,completed
195.75,208.265739062,3885,0,0,0,4154,2991,4154,56.6875,46,19.320163982480704,14.490122986860527,20.286172181604737,1162,0,2,normal,completed
200.76600000000326,213.557884436,3985,0,0,0,4260,3067,4260,56.6875,46,19.89726612802458,14.470739002199693,19.89726612802458,1192,0,2,normal,completed
205.78099999998813,218.779368651,4086,0,0,0,4365,3142,4364,56.6875,46,19.89420251733167,15.157487632252701,19.89420251733167,1221,0,2,normal,completed
210.78099999998813,224.015440983,4186,0,0,0,4469,3216,4469,56.6875,46,19.444096829902797,14.583072622427098,20.41630167139794,1252,0,2,normal,completed
215.79699999999139,228.231473599,4286,0,0,0,4554,3276,4554,56.6875,46,19.93524133680055,14.23945809771468,20.884538543314864,1276,0,2,normal,completed
220.82800000000861,233.513687361,4387,0,0,0,4659,3351,4659,56.6875,46,19.9060077368358,14.218576954882714,19.9060077368358,1307,0,2,normal,completed
225.84399999998277,238.800150934,4487,0,0,0,4765,3426,4765,56.6875,46,20.242812204654054,14.459151574752896,20.242812204654054,1337,0,2,normal,completed
230.84399999998277,244.131713412,4587,0,0,0,4872,3505,4872,56.6875,46,19.98482069122586,17.12984630676502,19.98482069122586,1366,0,2,normal,completed
235.85899999999674,248.305228865,4688,0,0,0,4955,3572,4955,56.6875,46,19.43929845445826,15.551438763566608,19.43929845445826,1382,0,2,normal,completed
240.875,253.597607162,4788,0,0,0,5061,3647,5061,56.6875,46,19.78825330781361,15.076764425000844,19.78825330781361,1413,0,2,normal,completed
245.90599999998813,258.847605952,4889,0,0,0,5166,3722,5166,56.6875,46,19.33351958150532,14.50013968612899,20.300195560580587,1443,0,2,normal,completed
250.92199999999139,264.119094354,4989,0,0,0,5272,3797,5271,56.6875,46,20.62052975912442,14.059452108493923,19.683232951891494,1473,0,2,normal,completed
255.93799999999464,268.322886436,5089,0,0,0,5356,3858,5356,56.6875,46,19.941536561616964,14.24395468686926,20.89113354074158,1496,0,2,normal,completed
260.9530000000086,273.54685814,5190,0,0,0,5460,3933,5460,56.6875,46,20.095576975565024,14.353983553975016,20.095576975565024,1526,0,2,normal,completed
265.96899999998277,278.881167093,5290,0,0,0,5567,4009,5566,56.6875,47,20.09350420849312,14.613457606176814,19.18016310810707,1556,0,2,normal,completed
271.0,284.101996382,5390,0,0,0,5671,4082,5671,56.6875,46,19.41778122829593,13.592446859807149,20.388670289710724,1587,0,2,normal,completed
276.01600000000326,288.356040507,5491,0,0,0,5757,4143,5756,56.6875,46,20.442328008515112,13.937950914896668,19.513131280855333,1612,0,2,normal,completed
281.0309999999881,293.638750099,5591,0,0,0,5862,4219,5862,56.6875,46,19.836602223544254,14.169001588245896,19.836602223544254,1641,0,2,normal,completed
286.0469999999914,298.864809684,5691,0,0,0,5967,4293,5966,56.6875,46,20.22916098327586,14.4494007023399,20.22916098327586,1673,0,2,normal,completed
291.06299999999464,304.100015598,5792,0,0,0,6071,4368,6071,56.6875,46,19.835204830089243,14.168003450063743,19.835204830089243,1702,0,2,normal,completed
296.0780000000086,309.319493202,5892,0,0,0,6176,4441,6175,56.6875,47,20.240675823288814,14.45762558806344,19.27683411741792,1734,0,2,normal,completed
301.10899999999674,313.517620525,5971,1,0,0,6260,4508,6260,56.73828125,43,20.234997227170737,15.636134220995569,20.234997227170737,1750,0,2,normal,completed
306.14100000000326,318.767342601,6034,1,0,0,6365,4585,6365,57.265625,46,19.898774102288268,15.160970744600585,20.846334773825806,1779,0,2,normal,completed
311.1559999999881,323.997710289,6135,1,0,0,6469,4659,6469,57.265625,46,19.881074592758058,14.200767566255754,19.881074592758058,1809,0,2,normal,completed
316.1719999999914,329.277218981,6235,1,0,0,6575,4735,6575,57.265625,46,19.879776690733497,14.19984049338107,19.879776690733497,1839,0,2,normal,completed
321.2030000000086,334.494462601,6336,1,0,0,6679,4809,6679,57.28125,46,19.955633116027258,14.254023654305183,19.955633116027258,1869,0,2,normal,completed
326.21899999998277,338.699547412,6436,1,0,0,6764,4868,6763,57.28125,46,20.440623850020234,14.60044560715731,20.440623850020234,1894,0,2,normal,completed
331.23399999999674,343.916422142,6536,1,0,0,6868,4942,6868,57.28125,46,20.38495613185106,14.560682951322184,20.38495613185106,1924,0,2,normal,completed
336.26600000000326,349.129329169,6637,1,0,0,6972,5015,6972,57.28125,46,20.088237391425288,13.392158260950193,20.088237391425288,1955,0,2,normal,completed
